Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,190185,USAID Pay and Benefits,Administrative costs and operating expenses of USAID contributing to Payrolls and Benefits.,,,,2,Obligations,2021,193836,216879
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,8,Enterprises,Enterprises - United States,19,3990208,Enterprise - United States Redacted,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,8,Program Support,41,Direct Administrative Costs,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,201351,GH-TAMS - The Global Health Technical Assistance Mission Support,"GH-TAMS provides access to an enormous database of consultants that can provide strategic, programmatic and technical assistance. Consultants have a wide range of management and highly technical expertise - HIV/AIDS, MCHN, family planning, infectious diseases, COVID-19, malaria, TB, health systems and other health areas - across policy, service provision, behavior change, strategic information, research, analysis, monitoring assessments, and other key health sector areas.",7200AA19M00019,,2025-01-14,2,Obligations,2021,189681,212230
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,1,Government,Government - United States,1,1000007,U.S. Government - Department of Health and Human Services,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,47,Health - General,34,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,39354,U.S. Centers for Disease Control and Prevention: Contractual Services,U.S. Centers for Disease Control and Prevention: Contractual Services,,,,2,Obligations,2021,185186,207201
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,25,GH,Bureau for Global Health,8,Enterprises,Enterprises - United States,19,3990208,Enterprise - United States Redacted,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,72x1033,"Agency for International Development, HIV/AIDS Working Capital Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,193450,Global Health Supply Chain - Procurement and Supply Management (GSHC-PSM) IDIQ - HIV/AIDS Task Order,"The purpose of the Global Health Supply Chain - Procurement and Supply Management single award IDIQ contract is to ensure uninterrupted supplies of health commodities to prevent suffering, save lives, and strengthen supply chain systems in low and middle- income countries. The IDIQ has three task orders, one of which directly support the Presidents Emergency Plan for AIDS Relief (PEPFAR)..",AID-OAA-TO-15-00007,2015-04-15,2026-11-28,2,Obligations,2021,179169,200469
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,8,Enterprises,Enterprises - Non United States,20,4010723,African Society for Laboratory Medicine,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,34,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,47298,Supporting HIV-Related Laboratory Networks and Partnerships to Facilitate Laboratory Strengthening and Management Activities for Countries Supported under the President's Emergency Plan for AIDS Relief (PEPFAR) - 2018,Grants,NU2GGH002230,,2023-09-29,2,Obligations,2021,150000,167832
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,1,Government,Government - United States,1,1000007,U.S. Government - Department of Health and Human Services,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,47,Health - General,34,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,47479,U.S. Centers for Disease Control and Prevention: Activities and Program Support - Other Administrative Costs,U.S. Centers for Disease Control and Prevention: Activities and Program Support - Other Administrative Costs,,,,2,Obligations,2021,136662,152909
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,16,PC,Peace Corps,106,AFR,Africa,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,47,Health - General,44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,68846,U.S. Peace Corps Volunteer Medical Support,"All costs associated with the medical support of volunteers in Ethiopia. Includes costs of medical staff and care, staff and Volunteer medical-related travel, Volunteer medevac accompaniment travel, medical supplies, and distinct medical unit costs.",,,,2,Obligations,2021,121693,136160
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,122,Basic Health,12262,Malaria control,3,Health,13,Malaria,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,188486,"Local Capacity Building: School, Community and Faith Based Organizations Awareness Raising and Behavioral Change Communication to Reduce Malaria Burden in Amhara Regional State of Ethiopia","This is USAID's community-based awareness raising and behavioral change communication (SBCC) program that aims to reduce the malaria burden in the Amhara region. The strategy for this project is to train, mobilize and utilize school and faith based organizations (FBO) for malaria prevention and control activities at the community level. USAID aims to enable schools and FBOs to improve communities' knowledge, attitude and practices on malaria prevention and control. The expected results include: 1) Increased knowledge, attitude and practice of the target population by 30% in malaria prevention and control by 2016. 2) Fostered participation of the school community in 125 schools and 125 FBO leaders in community mobilization and information dissemination to improve utilization of malaria prevention services in targeted 5 districts. 3) Strengthened local capacity to conduct school and FBO based malaria SBCC in targeted 5 districts over three year period.",AID-663-A-13-00017,2013-10-01,2022-03-31,2,Obligations,2021,100000,111888
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,202561,Administrative Costs (ICASS),Administrative Costs (ICASS),663-MO-ICASS-21-014,,,2,Obligations,2021,73954,82746
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,90,HRSA,Health Resources and Services Administration,3,NGO,NGO - United States,5,4000521,Jhpiego Corporation,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,34,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,46226,"Health Systems Strengthening and HIV/AIDS Prevention, Care and Treatment under the President's Emergency Plan for AIDS Relief: Global HIV/AIDS Nursing Initiative","Human Resources for Health: The Nursing Capacity Building Program strengthens the clinical and professional capacity of nurses by promoting knowledge building, clinical mentoring, leadership activities, health worker retention, and community mobilization. This program funds human resources for health, quality improvement and other health system strengthening activities in countries hit hardest by HIV/AIDS through the President's Emergency Plan for AIDS Relief (PEPFAR). Objectives include: (1) Training and technical assistance to build and strengthen care programs and health systems, so that affected countries can maintain programs over time and deliver quality HIV/AIDS care; build infrastructures such as clinic monitoring, health information systems, and medical and nursing education. (2) Enhance models of medical, nursing and midwifery education. (3) Develop partnerships between experts in the U.S. and people and institutions overseas to build skills and prepare host countries so that they may better manage their own programs over the long term.",U92HA31460,2017-09-30,2022-09-29,2,Obligations,2021,68884,77073
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,7,Multilateral,Multilateral - United Nations,12,4000502,World Health Organisation,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,34,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,47175,Strengthening Public Health Capacity and Guidelines to Implement HIV Programs through Cooperation and Support from the World Health Organization (WHO) under the President's Emergency Plan for AIDS Relief (PEPFAR) - 2018,Grants,NU2GGH002154,,2024-09-29,2,Obligations,2021,62784,70248
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,16,PC,Peace Corps,106,AFR,Africa,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,47,Health - General,44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,69041,U.S. Peace Corps Volunteer Safety and Security,"Volunteer safety and security costs in Ethiopia directly associated with Volunteer and staff safety (preparedness and training), and the physical security of Peace Corps-leased properties.  Includes guard services, security staff, security-related travel, supplies, equipment, physical property upgrades, and the Office of Safety and Security.",,,,2,Obligations,2021,62706,70160
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,3,NGO,NGO - Non United States,7,4010834,Network of Networks of HIV Positives in Ethiopia,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,34,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,47046,SUPPORT FOR THE GREATER INVOLVEMENT OF PEOPLE LIVING WITH HIV/AIDS (GIPA) IN THE FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA UNDER PEPFAR,Grants,NU2GPS002950,2013-09-30,2015-03-31,2,Obligations,2021,56543,63265
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,25,GH,Bureau for Global Health,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,14,Pandemic Influenza and Other Emerging Threats (PIOET),76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,190339,USAID Travel and Transportation,Administrative costs and operating expenses of USAID contributing to Travel and Transportation.,,,,2,Obligations,2021,51463,57581
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,25,GH,Bureau for Global Health,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,14,Pandemic Influenza and Other Emerging Threats (PIOET),76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,190185,USAID Pay and Benefits,Administrative costs and operating expenses of USAID contributing to Payrolls and Benefits.,,,,2,Obligations,2021,50590,56604
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,3,NGO,NGO - International,6,4000131,FHI 360,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,19x1030,"Department of State, Global HIV/AIDs Initiative",2,Department of State,STATE,1,Economic,3,Project-Type,196748,Caring for Vulnerable Children Activity,"The follow on activity for Yekokeb Berhan Program for Highly Vulnerable Children, USAIDs Caring for Vulnerable Children, will build on the successes and achievements realized under Yekokeb Berhan and continue to improve the health and well-being outcomes of orphans and vulnerable children.  Child-focused and family-centered case management will be at the heart of the new activity.  The activity will continue to use community workers to reach out to children and families in their homes and connect them to a wide range of services - HIV/AIDS care, health, nutrition, economic security, education, protection and psychosocial support.",AID-663-A-17-00007,2017-05-08,2025-09-30,2,Obligations,2021,49541,55431
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,8,Enterprises,Enterprises - United States,19,4000714,ICF International,2,Health and Population,122,Basic Health,12262,Malaria control,3,Health,13,Malaria,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,199032,Environmental Compliance Support Contract (ECOS),"USAID's Global Environmental Compliance Support Contract (ECOS) is a global activity managed by USAID's Bureau for Economic, Education, and Environment (E3). It provides on-demand environmental compliance, management, and design support to USAID's Environmental Officers, individual agency operating units, and their projects and programs.",7200AA18N00001,,2024-09-03,2,Obligations,2021,40000,44755
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,16,PC,Peace Corps,106,AFR,Africa,1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,47,Health - General,44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,68944,U.S. Peace Corps Volunteer Pre-Service Training,"All costs incurred for pre-Service training of volunteers in Ethiopia including pre-service training in the U.S., pre-departure staging costs, and pre-service training overseas.",,,,2,Obligations,2021,39500,44196
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,25,GH,Bureau for Global Health,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,14,Pandemic Influenza and Other Emerging Threats (PIOET),76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,189437,"USAID Communications, Utilities, and Rental Payments","Administrative costs and operating expenses of USAID contributing to Communications, Utilities, and Rental Payments.",,,,2,Obligations,2021,38259,42807
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,8,Enterprises,Enterprises - Non United States,20,3990007,Enterprise - Non United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,72461,Implementing Community Led Monitoring to ensuring,"To assess information or generate data on HIV services being carried out at the local community level of Addis Ababa, Addis Ketema Sub City and Adama town.",SET10021GR3021,,2023-05-25,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,8,Enterprises,Enterprises - Non United States,20,3990007,Enterprise - Non United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,71693,Community led monitoring to enhance anti retrovira,To enhance dialogue spaces between enablers (clients) and duty bearers (service providers) so as to ensure 100% retention to anti-retroviral treatment,SET10021GR3012,,2022-09-01,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,8,Enterprises,Enterprises - Non United States,20,3990007,Enterprise - Non United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,71655,Community Led Monitoring. through Community Treatment,1. Document knowledge of delivering youth friendly HIV services 2. Promote the use and adaptation of best practices for youth-friendly HIV services,SET10021GR3022,,2022-04-01,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,8,Enterprises,Enterprises - Non United States,20,3990007,Enterprise - Non United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,71645,Community Led Monitoring for Improved HIV Response,"To contribute to the achievement of the United Nations 90-90-90 targets through community participation and influencing government service providers to improve access to quality, consistent HIV prevention, treatment and care services.",SET10021GR3017,,2023-05-25,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,8,Enterprises,Enterprises - Non United States,20,3990007,Enterprise - Non United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,71618,Community Led Monitoring CLM in Shewa Robet and,"The overall objective of the project is to add value to efforts of developing a shared understanding of the enablers and barriers to treatment retention in a manner that is productive, collaborative, respectful, and solutions-oriented.",SET10021GR3019,,2022-04-01,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,3,NGO,NGO - Non United States,7,4017592,Tamra for Social Development Organization,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,74443,Tamra for Social Development Organization CLM proj,"Contributing to support goal of PEPFAR in Ethiopia to achieve HIV epidemic control through implementation of evidence-based interventions to drive progress in HIV prevention, care and treatment and ultimately, save lives.",SET10021GR3015,,2022-04-04,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,3,NGO,NGO - Non United States,7,4017591,Tiruzer Ethiopia for Africa,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,72469,Improving ART Retention in Gambella Town through C,To empower HIV patients and communities in Gambella Town to demand accountability from the health system to improve and deliver quality HIV care and services.,SET10021GR3018,,2023-05-31,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,3,NGO,NGO - Non United States,7,4017590,Empowerment for Development,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,71382,Better service through monitoring,"To improve the quality, access and optimal client-centered HIV treatment services to beneficiaries in Semera, Logia Dubti towns of Afar regional state.",SET10021GR3020,,2022-04-04,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,3,NGO,NGO - Non United States,7,4017589,Green Initiative Ethiopia Development Association,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,72084,Enhancing Community Participation in Monitoring HI,"Develop a shared understanding of the enablers and barriers to treatment retention in a manner that is productive, collaborative, respectful, and solutions-oriented by encouraging affected communities to be self-reliant and undertake similar activities",SET10021GR3014,,2023-05-25,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,3,NGO,NGO - Non United States,7,4017575,Beza Community Development Association,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,74104,STRENGTHENING THE COMMUNITY LED MONITORING OF HIV,"To strengthen the health care service delivery through the principle of transparency, and accountability on the basis of findings from CLM data that are collected by the grassroots /primary stakeholders on routine basis;",SET10021GR3011,,2022-04-01,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,1,Government,Government - Non United States,2,2000051,Government of Ethiopia,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,71477,COMMUNITY LED MONITORING OF HIV SERVICES IN DIRE D,To reduce morbidity and mortality rate among people living with HIV (PLHIV) and other affected groups due to ineffective HIV services.,SET10021GR3013,,2022-04-04,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,8,Enterprises,Enterprises - Non United States,20,3990007,Enterprise - Non United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,71690,Community led Monitoring in AddisPEPFAR Supported,"To diagnose and pinpoint persistent problems, challenges, barriers and enablers with HIV service uptake, care, treatment and retention at the site and facility level to effective service and client outcomes at the site in Addis Ababa region in Kirkos and",SET10021GR3016,,2022-04-01,2,Obligations,2021,24999,27971
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,172475,HIV/AIDS - Assistance for HIV/AIDS,"PEPFAR: Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS",3.1.1,,,2,Obligations,2021,24078,26940
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,1,Government,Government - United States,1,1000007,U.S. Government - Department of Health and Human Services,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,47,Health - General,34,75x0943,"Centers for Disease Control, Disease Control, Research, and Training",6,Department of Health and Human Services,HHS,1,Economic,3,Project-Type,39354,U.S. Centers for Disease Control and Prevention: Contractual Services,U.S. Centers for Disease Control and Prevention: Contractual Services,,,,2,Obligations,2021,19532,21854
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,25,GH,Bureau for Global Health,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,14,Pandemic Influenza and Other Emerging Threats (PIOET),76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,189026,USAID Advisory and Assistance Services,Administrative costs and operating expenses of USAID contributing to Advisory and Assistance Services.,,,,2,Obligations,2021,19206,21490
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,53,AF,African Affairs,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,46,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,74312,State/PEPFAR Rebid Dessie R.L to complete terminat,State/PEPFAR Rebid Dessie R.L to complete terminated project,PR9653298T,,2021-01-14,2,Obligations,2021,16978,18996
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,1,Government,Government - Non United States,2,2000051,Government of Ethiopia,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,189457,"USAID Communications, Utilities, and Rental Payments","Administrative costs and operating expenses of USAID contributing to Communications, Utilities, and Rental Payments.",,,,2,Obligations,2021,13208,14778
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,1,Government,Government - United States,1,1000007,U.S. Government - Department of Health and Human Services,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,47,Health - General,34,75x0943,"Centers for Disease Control, Disease Control, Research, and Training",6,Department of Health and Human Services,HHS,1,Economic,3,Project-Type,47479,U.S. Centers for Disease Control and Prevention: Activities and Program Support - Other Administrative Costs,U.S. Centers for Disease Control and Prevention: Activities and Program Support - Other Administrative Costs,,,,2,Obligations,2021,11410,12766
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,25,GH,Bureau for Global Health,3,NGO,NGO - International,6,4000131,FHI 360,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,196748,Caring for Vulnerable Children Activity,"The follow on activity for Yekokeb Berhan Program for Highly Vulnerable Children, USAIDs Caring for Vulnerable Children, will build on the successes and achievements realized under Yekokeb Berhan and continue to improve the health and well-being outcomes of orphans and vulnerable children.  Child-focused and family-centered case management will be at the heart of the new activity.  The activity will continue to use community workers to reach out to children and families in their homes and connect them to a wide range of services - HIV/AIDS care, health, nutrition, economic security, education, protection and psychosocial support.",AID-663-A-17-00007,2017-05-08,2025-09-30,2,Obligations,2021,8625,9650
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,19,AFR,Bureau for Africa,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,3,Health,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,189026,USAID Advisory and Assistance Services,Administrative costs and operating expenses of USAID contributing to Advisory and Assistance Services.,,,,2,Obligations,2021,2725,3049
231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,25,GH,Bureau for Global Health,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,14,Pandemic Influenza and Other Emerging Threats (PIOET),76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,189812,"USAID Miscellaneous Goods, Services, and Operations Maintanence","Administrative costs and operating expenses of USAID contributing to Miscellaneous Goods, Services, and Operations Maintanence.",,,,2,Obligations,2021,1657,1854
